exchange;cal_date;ivix;ivixx
SSE;20150209;27.70780306;28.75
SSE;20150210;28.3356132;26.44
SSE;20150211;25.5633817;25.8
SSE;20150212;24.4479427;23.41
SSE;20150213;21.59112519;23.71
SSE;20150216;21.75565661;24.3
SSE;20150217;22.32690838;26.33
SSE;20150225;23.4807083;26.1
SSE;20150226;22.5369534;27.04
SSE;20150227;24.22774362;28.05
SSE;20150302;25.17628762;28.45
SSE;20150303;25.47454759;27.68
SSE;20150304;24.71128937;26.67
SSE;20150305;23.80481325;26.47
SSE;20150306;23.59792887;27.22
SSE;20150309;24.22908877;26.22
SSE;20150310;23.41165717;25.86
SSE;20150311;22.96150378;25.93
SSE;20150312;22.43528209;25.01
SSE;20150313;22.35015971;25.14
SSE;20150316;21.99975042;25.25
SSE;20150317;22.36752354;25.14
SSE;20150318;22.21608086;27.3
SSE;20150319;25.24341252;26.47
SSE;20150320;24.13464241;28.76
SSE;20150323;25.9589931;30.67
SSE;20150324;28.10080794;30.16
SSE;20150325;27.51163334;29.06
SSE;20150326;26.29475733;29.28
SSE;20150327;26.57232478;27.87
SSE;20150330;24.7431379;30.09
SSE;20150331;27.50535796;30.36
SSE;20150401;27.50500285;31.77
SSE;20150402;29.02368269;31.17
SSE;20150403;28.37414726;29.51
SSE;20150407;26.34850942;31.98
SSE;20150408;29.16475967;35.06
SSE;20150409;32.41294753;33.41
SSE;20150410;30.65618497;36.86
SSE;20150413;33.06010781;40.15
SSE;20150414;35.45457731;40.13
SSE;20150415;35.40914277;37.36
SSE;20150416;34.60081015;41.57
SSE;20150417;38.34365349;47.75
SSE;20150420;44.76234992;46.9
SSE;20150421;43.25727361;44.28
SSE;20150422;39.77664934;44.72
SSE;20150423;40.49555576;45.65
SSE;20150424;41.14771128;44.88
SSE;20150427;39.65032499;46.59
SSE;20150428;41.71704194;46.61
SSE;20150429;41.60189044;46.55
SSE;20150430;41.61097051;46.13
SSE;20150504;41.22794919;45.46
SSE;20150505;40.4161125;45.55
SSE;20150506;40.54623373;46.78
SSE;20150507;41.56346083;44.97
SSE;20150508;41.00814171;45.78
SSE;20150511;40.7983804;45.97
SSE;20150512;40.96610142;46.03
SSE;20150513;40.94459004;44.96
SSE;20150514;39.94258693;41.44
SSE;20150515;36.08768104;37.48
SSE;20150518;33.0917678;37.28
SSE;20150519;33.98220738;41.52
SSE;20150520;36.63715158;42.05
SSE;20150521;38.15712892;43.01
SSE;20150522;39.08401717;45.8
SSE;20150525;40.76046518;45.81
SSE;20150526;41.01099289;46.91
SSE;20150527;42.34000853;46.63
SSE;20150528;41.35864262;47.29
SSE;20150529;41.93477018;47.22
SSE;20150601;41.58024901;47.61
SSE;20150602;42.33924829;47.9
SSE;20150603;42.68755701;46.57
SSE;20150604;41.29466181;46.6
SSE;20150605;41.41915301;43.66
SSE;20150608;38.07338031;47.55
SSE;20150609;42.67058891;48.07
SSE;20150610;43.53289126;49.74
SSE;20150611;44.57150372;49.76
SSE;20150612;44.58870887;48.06
SSE;20150615;43.43721103;47.27
SSE;20150616;41.82167783;47.31
SSE;20150617;41.84444864;47.08
SSE;20150618;41.53044657;46.9
SSE;20150619;41.11110733;51.17
SSE;20150623;47.24763235;52.05
SSE;20150624;47.52565839;47.42
SSE;20150625;42.3214629;48.08
SSE;20150626;55.17551342;60.09
SSE;20150629;56.19377816;59.21
SSE;20150630;55.60316064;55.91
SSE;20150701;52.5580422;57.54
SSE;20150702;54.18539174;55.15
SSE;20150703;51.46501971;60.08
SSE;20150706;56.17415178;54.84
SSE;20150707;51.2340647;51.7
SSE;20150708;48.84944733;55.34
SSE;20150709;51.63818347;54.02
SSE;20150710;50.26930815;52.96
SSE;20150713;49.44709796;49.31
SSE;20150714;46.03567998;45.06
SSE;20150715;41.99783397;41.63
SSE;20150716;32.4437189;39.33
SSE;20150717;30.58179609;38.73
SSE;20150720;33.2491508;38.79
SSE;20150721;34.93265412;35.26
SSE;20150722;31.23565496;32.98
SSE;20150723;29.2502291;33.09
SSE;20150724;29.4735818;30.41
SSE;20150727;26.12989891;39.52
SSE;20150728;36.30408617;41.79
SSE;20150729;38.61551066;37.43
SSE;20150730;33.68474882;40.17
SSE;20150731;37.06409885;40.45
SSE;20150803;37.50057315;40.02
SSE;20150804;37.32227905;40.26
SSE;20150805;37.31313378;41.51
SSE;20150806;38.68048321;40.79
SSE;20150807;37.97424674;40.75
SSE;20150810;37.91532277;40.18
SSE;20150811;37.70345043;39.83
SSE;20150812;37.18734196;39.61
SSE;20150813;36.9392376;39.65
SSE;20150814;36.97969051;40.06
SSE;20150817;37.20931127;39.07
SSE;20150818;35.49609658;37.42
SSE;20150819;35.26438585;38.03
SSE;20150820;35.5971652;35.2
SSE;20150821;32.29775323;35.61
SSE;20150824;55.39281049;48.34
SSE;20150825;57.47405902;63.79
SSE;20150826;58.98867596;61.14
SSE;20150827;57.01381025;61.16
SSE;20150828;57.57519492;62.28
SSE;20150831;59.40633428;63.33
SSE;20150901;68.04720216;60.88
SSE;20150902;62.86109994;59.49
SSE;20150907;55.52932211;47.98
SSE;20150908;44.9550675;45.63
SSE;20150909;42.80739986;41.78
SSE;20150910;39.15696533;40.86
SSE;20150911;38.23113649;42.35
SSE;20150914;42.44838607;44.63
SSE;20150915;42.01320133;41.34
SSE;20150916;38.65946546;41.06
SSE;20150917;35.63974473;40.19
SSE;20150918;35.95412673;39.81
SSE;20150921;36.0050507;37.17
SSE;20150922;33.04738167;38.93
SSE;20150923;35.31529507;37.63
SSE;20150924;37.01568517;34.91
SSE;20150925;33.2734161;31.93
SSE;20150928;28.91548986;31.1
SSE;20150929;27.97728652;30.65
SSE;20150930;27.79435997;31.7
SSE;20151008;28.45257968;30.07
SSE;20151009;26.90485657;30.07
SSE;20151012;26.21102788;31.95
SSE;20151013;28.89293402;31.71
SSE;20151014;28.56651011;29.66
SSE;20151015;26.46331459;29.26
SSE;20151016;26.28195817;30.34
SSE;20151019;27.27121949;30.99
SSE;20151020;27.9096335;32.76
SSE;20151021;30.12962241;31.8
SSE;20151022;27.29036337;30.64
SSE;20151023;26.68700728;32.39
SSE;20151026;29.49140684;30.86
SSE;20151027;28.02935517;31.72
SSE;20151028;28.73726762;31.76
SSE;20151029;28.7871037;28.96
SSE;20151030;26.13648643;29.84
SSE;20151102;27.10823569;30.01
SSE;20151103;27.2187328;30.25
SSE;20151104;26.98959834;32.16
SSE;20151105;29.47004627;32.45
SSE;20151106;29.79905539;41.93
SSE;20151109;39.34899181;43.1
SSE;20151110;40.46505905;39.62
SSE;20151111;37.08051582;38.7
SSE;20151112;36.16335556;37.74
SSE;20151113;35.21331064;38.37
SSE;20151116;35.87974506;37.72
SSE;20151117;35.41236648;37.03
SSE;20151118;34.94253573;35.99
SSE;20151119;33.8600087;34.04
SSE;20151120;31.72444331;33.22
SSE;20151123;30.72612156;31.83
SSE;20151124;29.29235525;32.28
SSE;20151125;29.71928878;29.7
SSE;20151126;27.06628892;34.58
SSE;20151127;29.71222409;34.53
SSE;20151130;31.71280252;33.73
SSE;20151201;30.95766773;32.45
SSE;20151202;29.41540255;32.53
SSE;20151203;29.79756611;32.49
SSE;20151204;29.57289141;31.6
SSE;20151207;28.82706203;31.46
SSE;20151208;28.4712146;31.12
SSE;20151209;28.19027377;30.86
SSE;20151210;27.88993619;30.77
SSE;20151211;27.83373731;31.09
SSE;20151214;27.97579478;30.47
SSE;20151215;27.67990769;30.28
SSE;20151216;27.70430508;29.27
SSE;20151217;20.48487561;26.08
SSE;20151218;17.80417226;26.61
SSE;20151221;20.62514669;27.69
SSE;20151222;23.27549282;28.04
SSE;20151223;24.15499145;27.19
SSE;20151224;25.95460951;26.28
SSE;20151225;24.44566053;28.13
SSE;20151228;25.13301272;27.28
SSE;20151229;24.46854593;27.46
SSE;20151230;24.66089565;27.95
SSE;20151231;25.15546602;33.44
SSE;20160104;26.4696773;32.18
SSE;20160105;29.21067326;31.51
SSE;20160106;28.44654718;23.33
SSE;20160107;27.43496214;35.22
SSE;20160108;31.96256637;33.81
SSE;20160111;29.76027141;35.91
SSE;20160112;32.88445985;34.72
SSE;20160113;31.13069446;37.8
SSE;20160114;34.6520121;35.49
SSE;20160115;31.60127415;37.24
SSE;20160118;33.74611457;37.35
SSE;20160119;33.880196;36.81
SSE;20160120;34.05435411;35.12
SSE;20160121;29.82992023;34.87
SSE;20160122;30.48586189;34.74
SSE;20160125;31.19762776;32.02
SSE;20160126;27.0814838;38.46
SSE;20160127;34.96624821;37.67
SSE;20160128;33.82652115;38.95
SSE;20160129;35.16468743;36.37
SSE;20160201;33.01743077;35.14
SSE;20160202;31.79858322;34.8
SSE;20160203;31.40528123;34.52
SSE;20160204;31.20554542;35.38
SSE;20160205;32.00355504;37.39
SSE;20160215;34.2684845;36.65
SSE;20160216;33.4994558;35.5
SSE;20160217;32.33402314;33.79
SSE;20160218;30.75490124;32.22
SSE;20160219;29.29668925;31.44
SSE;20160222;28.27692996;32.38
SSE;20160223;29.25520456;32.48
SSE;20160224;29.40921791;33.85
SSE;20160225;29.36428234;32.53
SSE;20160226;29.17994657;32.63
SSE;20160229;28.98861345;31.51
SSE;20160301;28.09647192;33.15
SSE;20160302;29.36785853;33.12
SSE;20160303;30.20481875;33.01
SSE;20160304;29.91315175;33.82
SSE;20160307;30.74601353;33.42
SSE;20160308;30.30779332;33.47
SSE;20160309;30.28904848;33.64
SSE;20160310;30.37689452;33.64
SSE;20160311;30.38960277;33.28
SSE;20160314;30.00756909;32.64
SSE;20160315;30.24933168;31.89
SSE;20160316;29.09336786;31.25
SSE;20160317;27.43632912;31.16
SSE;20160318;27.41701052;31.56
SSE;20160321;27.75935213;33.11
SSE;20160322;30.29540042;34.04
SSE;20160323;31.27025466;32.9
SSE;20160324;31.66189235;30.98
SSE;20160325;28.95078962;31.1
SSE;20160328;27.95782796;31.21
SSE;20160329;28.06976658;30.87
SSE;20160330;27.43735898;30.96
SSE;20160331;27.76644254;30.5
SSE;20160401;27.29163243;30.19
SSE;20160405;26.96279349;29.96
SSE;20160406;26.81676737;28.8
SSE;20160407;25.60938029;27.66
SSE;20160408;24.7010586;27.63
SSE;20160411;24.24942551;26.65
SSE;20160412;23.5137393;26.5
SSE;20160413;23.5803256;26.06
SSE;20160414;22.81354431;26.05
SSE;20160415;22.83450981;26.19
SSE;20160418;23.05123545;25.49
SSE;20160419;22.39059706;25.62
SSE;20160420;22.54812753;25.05
SSE;20160421;21.25222203;24.52
SSE;20160422;20.8937344;25.16
SSE;20160425;22.0310051;25.53
SSE;20160426;22.45805402;25.47
SSE;20160427;22.41903744;24.4
SSE;20160428;21.42160772;23.58
SSE;20160429;20.67815377;23.41
SSE;20160503;20.56965126;22.86
SSE;20160504;20.03568314;22.53
SSE;20160505;19.74805506;23.49
SSE;20160506;20.45554699;26.11
SSE;20160509;23.14504507;24.89
SSE;20160510;21.97150564;23.47
SSE;20160511;20.59199343;23.45
SSE;20160512;20.68097888;22.79
SSE;20160513;20.02200689;22.5
SSE;20160516;20.36620436;22.03
SSE;20160517;19.32213592;22.13
SSE;20160518;19.32451333;21.42
SSE;20160519;18.6370517;20.54
SSE;20160520;17.74563945;19.82
SSE;20160523;17.03584274;19.64
SSE;20160524;16.86284203;20.28
SSE;20160525;17.51254855;18.9
SSE;20160526;16.05020902;18.37
SSE;20160527;15.52085837;18.57
SSE;20160530;15.88595699;21.51
SSE;20160531;18.23118822;20.86
SSE;20160601;18.16607752;20.69
SSE;20160602;17.88811612;20.79
SSE;20160603;18.00202637;20.88
SSE;20160606;18.10676204;20.67
SSE;20160607;17.93656859;21.01
SSE;20160608;18.23684095;23.06
SSE;20160613;19.52943543;21.88
SSE;20160614;18.98282227;19.7
SSE;20160615;16.93485612;19.34
SSE;20160616;15.20512178;18.49
SSE;20160617;14.80295575;19.33
SSE;20160620;16.17206596;19.24
SSE;20160621;16.10297694;19.84
SSE;20160622;16.80204424;20.34
SSE;20160623;18.00623679;20.71
SSE;20160624;18.16146646;20.43
SSE;20160627;17.46373309;19.67
SSE;20160628;16.64980684;19.23
SSE;20160629;16.0939764;18.58
SSE;20160630;15.72469389;18.21
SSE;20160701;15.39326275;18.27
SSE;20160704;15.34189396;18.64
SSE;20160705;15.82323324;18.65
SSE;20160706;15.82416499;19.3
SSE;20160707;16.45187953;19.3
SSE;20160708;16.4429067;19
SSE;20160711;16.21017127;18.91
SSE;20160712;15.89179184;19.69
SSE;20160713;16.98205502;19.49
SSE;20160714;16.78454091;19.55
SSE;20160715;16.85340115;20.31
SSE;20160718;17.56413639;20.4
SSE;20160719;17.5431503;20.22
SSE;20160720;17.51007001;20.27
SSE;20160721;17.38434207;20
SSE;20160722;17.15946949;19.87
SSE;20160725;17.112048;19.46
SSE;20160726;16.57807385;20.32
SSE;20160727;17.29543345;18.89
SSE;20160728;16.15561626;18.75
SSE;20160729;16.03222376;18.76
SSE;20160801;16.07521598;18.29
SSE;20160802;15.5859837;17.84
SSE;20160803;15.17594327;17.45
SSE;20160804;14.84903019;17.11
SSE;20160805;14.57511393;17.01
SSE;20160808;14.4872839;16.64
SSE;20160809;14.06015014;16.65
SSE;20160810;14.10589278;16.8
SSE;20160811;14.21922638;17.69
SSE;20160812;14.24748001;20.19
SSE;20160815;16.44552639;19.36
SSE;20160816;16.64327704;19.34
SSE;20160817;16.85814569;19.48
SSE;20160818;16.97914534;19.45
SSE;20160819;17.12019257;19.73
SSE;20160822;17.40718167;19.42
SSE;20160823;17.04086177;19.47
SSE;20160824;16.92442657;19.71
SSE;20160825;17.88257675;19.6
SSE;20160826;17.48557229;20.12
SSE;20160829;17.49472575;20.1
SSE;20160830;17.41065531;20.47
SSE;20160831;17.720566;20.53
SSE;20160901;17.70452145;20.38
SSE;20160902;17.64031782;20.34
SSE;20160905;17.5652429;20.14
SSE;20160906;17.39889137;20.12
SSE;20160907;17.38878836;19.66
SSE;20160908;16.93964713;18.6
SSE;20160909;15.90839066;19.31
SSE;20160912;16.12649891;17.55
SSE;20160913;14.89074413;17.63
SSE;20160914;14.910489;17.45
SSE;20160919;14.75323532;17.06
SSE;20160920;14.36035593;17.35
SSE;20160921;14.6548534;16.26
SSE;20160922;13.6781445;15.81
SSE;20160923;13.30383174;16.3
SSE;20160926;13.49869198;16.5
SSE;20160927;13.52127972;16.59
SSE;20160928;13.90560117;15.44
SSE;20160929;12.57161643;16.31
SSE;20160930;13.63046424;16.78
SSE;20161010;14.11113758;16.13
SSE;20161011;13.45607783;16.08
SSE;20161012;13.45671772;15.78
SSE;20161013;13.1709428;15.21
SSE;20161014;12.58562645;14.88
SSE;20161017;12.32732768;15.24
SSE;20161018;12.56287355;15.64
SSE;20161019;13.22025518;15.19
SSE;20161020;12.55169233;14.97
SSE;20161021;12.51561826;15.91
SSE;20161024;13.25034263;16.14
SSE;20161025;13.47297765;16.37
SSE;20161026;13.89783549;15.97
SSE;20161027;13.65167819;16.11
SSE;20161028;13.81879521;16.11
SSE;20161031;14.11402101;16.35
SSE;20161101;14.1235066;16.68
SSE;20161102;14.79739229;17.74
SSE;20161103;15.27515274;17.86
SSE;20161104;15.43774328;19.01
SSE;20161107;16.52424143;18.59
SSE;20161108;17.2901266;18.37
SSE;20161109;16.15746142;17.03
SSE;20161110;15.57159711;16.27
SSE;20161111;14.55840572;17
SSE;20161114;15.05163718;16.92
SSE;20161115;15.16785931;16.6
SSE;20161116;14.97781772;16.24
SSE;20161117;13.85062426;15.87
SSE;20161118;13.62617441;15.65
SSE;20161121;13.02704257;16.14
SSE;20161122;13.92323684;16.35
SSE;20161123;14.18979798;16.13
SSE;20161124;14.25287769;16.03
SSE;20161125;14.04671109;15.62
SSE;20161128;15.80736526;14.86
SSE;20161129;15.24189875;16.39
SSE;20161130;15.90043993;15.83
SSE;20161201;15.69133308;16.22
SSE;20161202;15.69188416;16.32
SSE;20161205;15.87437808;15.67
SSE;20161206;15.72450985;15.15
SSE;20161207;15.44491488;14.15
SSE;20161208;14.52889669;14.55
SSE;20161209;14.54119049;15.44
SSE;20161212;15.88861192;15.43
SSE;20161213;15.75764052;15.85
SSE;20161214;16.01167349;17.17
SSE;20161215;17.16852918;16.48
SSE;20161216;16.43278972;16.97
SSE;20161219;16.55340664;18.42
SSE;20161220;17.72384812;17.38
SSE;20161221;17.00355278;17.66
SSE;20161222;17.3359422;17.51
SSE;20161223;16.87691991;17.63
SSE;20161226;17.31979148;18.41
SSE;20161227;17.91845084;18.28
SSE;20161228;17.68677559;17.34
SSE;20161229;16.94289457;17.22
SSE;20161230;16.88122429;15.86
SSE;20170103;15.97221082;14.74
SSE;20170104;15.04997535;14.73
SSE;20170105;14.95373982;14.49
SSE;20170106;14.64977088;14.12
SSE;20170109;14.31009001;13.83
SSE;20170110;13.94231903;13.78
SSE;20170111;13.82696784;13.79
SSE;20170112;13.51691071;13.29
SSE;20170113;13.35231356;13.34
SSE;20170116;13.49725137;12.32
SSE;20170117;12.41777616;12.07
SSE;20170118;12.27260323;12.08
SSE;20170119;11.5681668;11.7
SSE;20170120;9.248786878;11.66
SSE;20170123;11.66436331;11.63
SSE;20170124;11.61597301;11.43
SSE;20170125;11.42020444;11.32
SSE;20170126;11.34753085;12.43
SSE;20170203;12.18606972;12.51
SSE;20170206;12.31319575;11.92
SSE;20170207;12.18067672;12.78
SSE;20170208;12.54608677;12.63
SSE;20170209;12.49248487;12.44
SSE;20170210;12.42041376;12.04
SSE;20170213;12.23793426;11.37
SSE;20170214;11.5336854;11.1
SSE;20170215;11.24838683;11.19
SSE;20170216;11.31537046;11.64
SSE;20170217;11.55020543;12.05
SSE;20170220;12.73437614;12.29
SSE;20170221;12.8259753;11.87
SSE;20170222;12.53498925;11.06
SSE;20170223;11.55659292;11.24
SSE;20170224;11.73337886;12.1
SSE;20170227;12.11342931;11.94
SSE;20170228;12.09381215;11.72
SSE;20170301;11.94468431;12.03
SSE;20170302;11.96278083;11.34
SSE;20170303;11.89170423;11.79
SSE;20170306;11.57510948;11.6
SSE;20170307;11.55363161;10.82
SSE;20170308;10.81807125;10.57
SSE;20170309;10.89053496;10.29
SSE;20170310;10.55130862;10.63
SSE;20170313;10.65150987;10.78
SSE;20170314;10.66360255;11.49
SSE;20170315;11.36834096;10.34
SSE;20170316;9.270648899;10.12
SSE;20170317;9.093182497;10.1
SSE;20170320;9.470223457;10.11
SSE;20170321;9.756722452;10.1
SSE;20170322;9.76946331;9.45
SSE;20170323;9.557450016;9.43
SSE;20170324;9.547993708;10.25
SSE;20170327;10.25749796;10.35
SSE;20170328;10.35060175;10.04
SSE;20170329;10.03890069;9.93
SSE;20170330;9.995753219;9.65
SSE;20170331;9.654630473;10.07
SSE;20170405;10.1388723;10.09
SSE;20170406;10.10566037;10.05
SSE;20170407;10.04212762;10.12
SSE;20170410;10.10250526;9.98
SSE;20170411;9.984728587;9.97
SSE;20170412;9.97878076;9.99
SSE;20170413;9.981450121;10.42
SSE;20170414;10.42041287;10.25
SSE;20170417;10.25333001;10.31
SSE;20170418;10.2376362;10.67
SSE;20170419;10.56786098;10.19
SSE;20170420;10.13085191;9.72
SSE;20170421;9.608612564;10.07
SSE;20170424;10.09979528;9.67
SSE;20170425;9.762378945;9.29
SSE;20170426;9.391426884;9.1
SSE;20170427;9.218694631;9.13
SSE;20170428;9.219821823;9.09
SSE;20170502;9.257270762;9.06
SSE;20170503;9.23535115;9
SSE;20170504;9.146399502;9.29
SSE;20170505;9.346084602;9.25
SSE;20170508;9.370548403;8.84
SSE;20170509;9.013623468;8.38
SSE;20170510;8.628900051;8.31
SSE;20170511;8.778719945;8.75
SSE;20170512;8.877041512;8.87
SSE;20170515;9.116815515;8.67
SSE;20170516;9.025871831;8.56
SSE;20170517;8.676568552;8.49
SSE;20170518;8.962568952;8.64
SSE;20170519;9.087650518;8.47
SSE;20170522;9.084018838;8.59
SSE;20170523;9.849312156;8.7
SSE;20170524;9.888763694;12.35
SSE;20170525;13.10638572;10.88
SSE;20170526;11.17647099;12.03
SSE;20170531;12.5002488;12.12
SSE;20170601;12.73620166;12.9
SSE;20170602;12.88886968;12.46
SSE;20170605;12.42876318;12.48
SSE;20170606;12.49346857;13.83
SSE;20170607;13.79886122;14.23
SSE;20170608;14.2313726;15.09
SSE;20170609;15.09629874;15.45
SSE;20170612;15.45089411;15.09
SSE;20170613;15.09108853;14.49
SSE;20170614;14.4285201;13.9
SSE;20170615;13.8920676;13.28
SSE;20170616;13.28476648;13.69
SSE;20170619;13.67362066;13.99
SSE;20170620;13.96674723;13.37
SSE;20170621;13.36623253;13.61
SSE;20170622;13.83022193;13.9
SSE;20170623;14.08587525;15.38
SSE;20170626;15.38187835;14.86
SSE;20170627;14.85954331;15.04
SSE;20170628;15.06775837;14.47
SSE;20170629;14.47024518;14.4
SSE;20170630;14.4061198;14.07
SSE;20170703;13.94699664;13.3
SSE;20170704;13.12090674;14.22
SSE;20170705;14.22768187;13.82
SSE;20170706;13.82973578;13.88
SSE;20170707;13.87985195;13.9
SSE;20170710;13.89996215;13.73
SSE;20170711;13.73021171;14.78
SSE;20170712;14.77152876;14.78
SSE;20170713;14.76997652;15.76
SSE;20170714;15.76723078;17.35
SSE;20170717;17.34997554;16.92
SSE;20170718;16.92858116;16.99
SSE;20170719;16.0474171;17.2
SSE;20170720;17.27774155;16.15
SSE;20170721;16.13235085;15.71
SSE;20170724;15.7146765;15.38
SSE;20170725;15.38243178;15.93
SSE;20170726;15.91313169;15.88
SSE;20170727;15.8803563;15.57
SSE;20170728;15.58861357;15.75
SSE;20170731;15.73446771;15.06
SSE;20170801;15.08793547;14.82
SSE;20170802;14.82926846;15.27
SSE;20170803;15.28438966;14.94
SSE;20170804;14.93357962;15.37
SSE;20170807;15.3903436;14.99
SSE;20170808;14.98199581;14.25
SSE;20170809;14.25870281;13.68
SSE;20170810;13.68950887;14.6
SSE;20170811;14.60871802;14.27
SSE;20170814;14.30049993;14
SSE;20170815;14.0047836;13.92
SSE;20170816;13.89119021;13.69
SSE;20170817;13.70410823;13.46
SSE;20170818;13.43850137;13.1
SSE;20170821;13.19044026;12.46
SSE;20170822;12.55383209;13.11
SSE;20170823;13.0704843;12.78
SSE;20170824;13.16505288;13.83
SSE;20170825;14.31839037;14.32
SSE;20170828;14.36914812;14.94
SSE;20170829;14.91961273;14.67
SSE;20170830;14.66497671;14.59
SSE;20170831;14.58729971;14.5
SSE;20170901;14.58159627;15.01
SSE;20170904;15.14417079;14.99
SSE;20170905;14.97508629;15.22
SSE;20170906;15.3940361;14.71
SSE;20170907;14.69801789;14.46
SSE;20170908;14.47133991;15.11
SSE;20170911;15.13496199;15.17
SSE;20170912;15.16997433;15.31
SSE;20170913;15.29124396;14.06
SSE;20170914;14.03373787;13.62
SSE;20170915;13.57683561;13.7
SSE;20170918;13.68220163;12.94
SSE;20170919;13.48173186;12.81
SSE;20170920;13.34427674;12.75
SSE;20170921;12.8020266;12.59
SSE;20170922;12.6200821;12.82
SSE;20170925;12.83376773;12.73
SSE;20170926;12.65869993;12.31
SSE;20170927;12.33118109;10.53
SSE;20170928;10.53882198;11.12
SSE;20170929;10.95309516;11.58
SSE;20171009;11.58914856;11.64
SSE;20171010;11.64717645;11.06
SSE;20171011;11.37088772;10.68
SSE;20171012;10.68238712;10.66
SSE;20171013;10.67325287;10.55
SSE;20171016;10.54257307;10.66
SSE;20171017;10.64977422;10.26
SSE;20171018;10.26840851;10.46
SSE;20171019;10.47473834;10.46
SSE;20171020;10.47637863;10.33
SSE;20171023;10.3546237;11.59
SSE;20171024;11.53381297;11.35
SSE;20171025;11.38148041;11.16
SSE;20171026;11.32890046;10.72
SSE;20171027;10.72705382;11.59
SSE;20171030;11.72008082;10.93
SSE;20171031;11.10528701;10.62
SSE;20171101;11.01626162;10.57
SSE;20171102;10.86729325;10.41
SSE;20171103;10.71742187;10.67
SSE;20171106;11.22793105;10.41
SSE;20171107;11.45418382;10.76
SSE;20171108;11.7721035;10.86
SSE;20171109;11.77608676;11.43
SSE;20171110;11.47591213;11.52
SSE;20171113;12.80285407;12.21
SSE;20171114;11.93473018;12.31
SSE;20171115;12.43557657;12.03
SSE;20171116;11.8804031;12.65
SSE;20171117;12.16970113;14.56
SSE;20171120;14.03318995;14.54
SSE;20171121;14.97592941;15.36
SSE;20171122;16.08552901;16.1
SSE;20171123;16.01604858;16.92
SSE;20171124;16.492091;18.02
SSE;20171127;17.35412054;15.06
SSE;20171128;15.05876146;15.68
SSE;20171129;15.3629864;16.8
SSE;20171130;16.07662246;17.99
SSE;20171201;17.40035242;16.03
SSE;20171204;16.03031091;15.33
SSE;20171205;15.32961958;16.24
SSE;20171206;16.14677411;15.75
SSE;20171207;15.59729905;15.03
SSE;20171208;15.17033584;14.68
SSE;20171211;14.68780566;15.24
SSE;20171212;15.24414175;15.15
SSE;20171213;15.15627992;15
SSE;20171214;14.98206756;15.18
SSE;20171215;14.98101893;15.35
SSE;20171218;15.34745462;15.12
SSE;20171219;15.57112528;15.31
SSE;20171220;15.31059271;14.76
SSE;20171221;14.99701305;14.69
SSE;20171222;14.90114594;15.32
SSE;20171225;15.30325394;15.13
SSE;20171226;15.02149348;16.79
SSE;20171227;16.80780063;15.51
SSE;20171228;15.55493566;14.27
SSE;20171229;14.3412107;15.03
SSE;20180102;14.64170398;14.81
SSE;20180103;14.50341511;14.67
SSE;20180104;14.41037867;14.45
SSE;20180105;13.93925379;14.81
SSE;20180108;14.22190773;14.27
SSE;20180109;13.66884926;14.64
SSE;20180110;13.60493967;14.95
SSE;20180111;13.96203655;14.32
SSE;20180112;13.21665702;15.46
SSE;20180115;14.78346414;15.99
SSE;20180116;16.37286564;16.9
SSE;20180117;17.19164011;18.89
SSE;20180118;18.309978;18.88
SSE;20180119;18.35525077;18.88
SSE;20180122;18.30331244;19.28
SSE;20180123;19.22258275;21.04
SSE;20180124;20.94249821;18.78
SSE;20180125;18.25026448;17.11
SSE;20180126;16.79648118;18.49
SSE;20180129;18.20717713;16.08
SSE;20180130;16.55982901;17.15
SSE;20180131;16.87222507;16.79
SSE;20180201;16.62030728;17.03
SSE;20180202;16.79873249;18.55
SSE;20180205;18.40062894;22.2
SSE;20180206;21.74152878;24.06
SSE;20180207;22.93978507;25.67
SSE;20180208;24.8505922;33.06
SSE;20180209;32.66906308;28.19
SSE;20180212;27.89667508;27.53
SSE;20180213;27.13681821;27.32
SSE;20180214;26.86471784;
SSE;20180222;25.57081682;
SSE;20180223;23.00809388;
SSE;20180226;23.50369546;
SSE;20180227;24.67677982;
SSE;20180228;25.23872169;
SSE;20180301;23.3055071;
SSE;20180302;23.11971544;
SSE;20180305;21.7770632;
SSE;20180306;20.70454318;
SSE;20180307;21.61361121;
SSE;20180308;20.47904499;
SSE;20180309;19.96736028;
SSE;20180312;20.87112935;
SSE;20180313;21.4767503;
SSE;20180314;20.69919427;
SSE;20180315;20.03743003;
SSE;20180316;20.51115522;
SSE;20180319;20.680934;
SSE;20180320;20.44853028;
SSE;20180321;20.96321;
SSE;20180322;20.60832435;
SSE;20180323;25.1010158;
SSE;20180326;24.61633621;
SSE;20180327;23.59810069;
SSE;20180328;24.80540918;
SSE;20180329;24.95445442;
SSE;20180330;24.93510512;
SSE;20180402;24.73620921;
SSE;20180403;24.66521725;
SSE;20180404;24.40651505;
SSE;20180409;24.95900199;
SSE;20180410;23.4070906;
SSE;20180411;23.91364343;
SSE;20180412;24.34055088;
SSE;20180413;24.649696;
SSE;20180416;25.55646309;
SSE;20180417;25.6275404;
SSE;20180418;25.26393384;
SSE;20180419;23.54709793;
SSE;20180420;22.80887332;
SSE;20180423;22.85215075;
SSE;20180424;23.08921782;
SSE;20180425;22.76252262;
SSE;20180426;22.93863956;
SSE;20180427;23.73356239;
SSE;20180502;25.407767;
SSE;20180503;25.59279685;
